User_Name,Trajectory,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50
17,20090421234946,-0.2103422284522490,-0.07297415556182020,0.2461322212950110,-0.4284344868282170,-0.4282689452446310,-0.41509983684622000,-0.4220939074951750,-0.4244649165747840,-0.3895223964044920,-0.4117088962858910,-0.12071276649027200,0.12648187112995800,-0.20592225582574300,-0.33333001469856600,-0.328073637673452,-0.11937671185395900,-0.1372618948795500,-0.11991813618412900,-0.18654501007113400,-0.08489802240804140,-0.14109081647013600,-0.1938953179057160,0.06068279342495290,0.10847917026781600,-0.06721852903889460,-0.05279495027322530,-0.00612690310332311,-0.011357398436269400,-4.59369105050112E-05,-5.95783676829223E-06,-4.58985230236212E-07,-2.41290748255406E-05,-3.14857299138465E-05,-0.00016426756859930100,-0.000530962223047706,-0.20658603581677800,-0.005252725496102280,0.0002713447334152730,-0.00011271655971628400,-1.83299487115421E-09,-1.52390750495308E-17,-2.03501835276519E-21,-3.46106588505285E-29,-0.008667685193256170,-6.3790890581621E-05,-3.11041342710424E-15,-3.2461062348595E-17,-0.028197989630542300,-0.04906926960165560,-1.24141674846995E-05
163,20120505112325,-8.6537859804613E-05,-0.0003632706336522730,-0.0005009093851665830,-0.0005064078985798370,-8.75522016328146E-05,0.0002454800670925270,7.84056583759109E-05,-9.71126443842595E-06,-8.43447212717202E-05,-6.52729369793543E-05,-0.0001809596728757770,-0.00035010291169135600,-8.92854155924213E-05,-0.00021377332599190000,1.20917138218749E-05,3.03349303975468E-05,0.0002824478540537920,8.10382955800059E-05,8.06495946256691E-05,-0.0001805988297595250,-5.85405954788255E-05,-0.000745160919371738,-0.0008802721674341480,-0.000758596875609364,-0.0010003131919658800,-0.00034403175937381600,4.74445988270087E-05,0.00028703396781784300,9.49926699066343E-05,0.0005196929560561180,0.0009960879382224990,0.0009160387196148830,0.0008864580092358580,-0.00021318963090316100,0.00024432809609876900,0.00017219253721922500,-0.0001837901631794290,-0.0013444932912369200,0.0002458572308377710,-0.00021845145306133200,0.0003858868756818110,-0.00019365580864328000,6.1199790307219E-05,-0.0007131105078637410,-0.000511715041093415,0.0018556723220810600,0.001893968382038690,0.0004674979478516050,-0.00016818070017762100,0.0007952352900647360
144,20080713235220,-0.22943789597978000,-0.25119922909610300,-0.39850310224223800,-0.3172196169190150,-0.2331158618959310,-0.17328793112951300,-0.12201751974097900,-0.1309995112378020,-0.12293433274653300,0.05096822517174180,-0.2587585105007900,-0.40687714724305000,-0.4170195731371400,-0.26376988490272800,-0.2050442218270160,-0.29605704946459900,-0.018447155608781100,-0.014185180762780700,0.06351328153678410,-0.0068778683253391200,-0.021130667537178700,-0.07210925309855800,-0.04214356562254370,-0.20923988028811000,-0.023544655475878100,-0.3401808083254030,-0.09208037612286190,-0.09098396143680490,-0.002267887923131380,-0.000331675823755437,-7.20529213969888E-06,-7.82831073364299E-05,-1.65035266311139E-06,-6.48098606324969E-06,-1.22622895378945E-05,-0.05259731323212610,-0.26440546041919200,-0.00011799320813059700,-1.80647995077864E-06,-3.52131079908722E-12,-4.89374975798548E-21,-2.00344650224459E-25,-8.91513432593867E-34,-0.000543973671159335,-0.0023938351167767400,-1.20213540184962E-14,-1.07661300921213E-15,-0.014202093445282700,-0.004098728324670440,-0.0001825721031344820
17,20081202030003,0.3935864520678260,0.42043446744595900,0.4048182775061590,0.3896408697914990,0.4019465660882450,-0.4039217641403950,-0.2131977518914280,-0.3786680477843030,-0.10378866833807000,0.3697276220337360,0.34772701194174700,0.3835458045956210,0.3385724594753600,-0.29664063614192400,-0.020149957066937300,0.1747285262800420,-0.2670772104980590,-0.23346357509533600,-0.2207060678810200,-0.046136770729098700,-0.10923658841024000,0.10634979247532000,0.041889679042816600,0.09791224919155,0.013143483001188500,0.06983513262941000,0.001033927345289660,-0.0030898999858161000,5.1122855327289E-06,-1.07756518135585E-06,-7.85375003203176E-07,-5.0811185882288E-05,-0.00021202367272209500,-0.000801855981517762,-0.0008966187660708250,0.13437650066550800,0.05316634215329620,8.05933689472628E-05,-0.00018851523587083200,-1.14121870248108E-09,-3.46519166572467E-17,-1.55883275409748E-21,-4.60439365337413E-29,0.00463011731184383,3.72557518997069E-05,-1.08825552646438E-13,-3.48682578689966E-16,-0.07900297199189410,-0.045260772883169900,-1.25342696194283E-05
62,20080918054104,-0.3624119915848260,-0.42749980293220100,0.3976664497162060,0.29379694920388200,0.12798840177457400,-0.07032353092166000,-0.23990213163998800,-0.4139769307052540,-0.3211601926431230,-0.42866803199350300,-0.3373738028123950,0.18820267428159000,-0.020690711875430200,-0.20507863736349500,-0.37043650978190500,-0.21484878150454900,-0.11369101505856700,-0.09943615683228600,-0.12684786953897000,-0.03233084000304780,0.025010565596697800,0.15926449493918400,0.10445280864459900,0.2093653445868940,0.04634845250062440,-0.07877804770698830,-0.005191760960755450,-0.009987656413111900,-2.64401606678963E-05,-3.11853099417508E-06,-1.94701650363951E-07,-1.25415542146563E-05,-2.07179181555763E-05,-0.00011131334832914200,-0.0002655955526330280,0.11307546808534300,0.09053431981626280,0.0005479137086968060,-5.69638431245683E-05,-6.0654504201428E-10,-8.33357234403658E-18,-8.12700663849466E-22,-1.83033697246414E-29,0.004139028307555760,-5.57775042459397E-05,-1.19148311437971E-15,-9.38043184548801E-18,-0.02069950121055620,-0.006139093440993390,-5.6857988076036E-06
78,20080809021523,0.402132677056099,0.42391201291078900,-0.42700925428514600,-0.42764186072869800,0.3693911054729400,0.40782115492326900,0.4227408281841180,0.4281166597553920,0.3796840624279470,0.4041511197059420,0.2636577252334000,-0.24011073526726000,0.21584895862138600,0.33490676762883500,0.29177225173024100,0.0748201125098555,0.15616671413493400,0.13226552437063000,0.19368710831477100,0.08048418020418140,0.1263762171044790,-0.16950086612315500,-0.08153016319444030,-0.17378541557719100,-0.08947886484663560,0.09661298585887580,0.009044256592676690,0.01827162358435340,6.01849693186025E-05,8.57112462844392E-06,6.32023504507361E-07,3.28202964715873E-05,4.15485769752121E-05,0.00019775804697816700,0.0005403675392340190,0.1481765266490180,0.09264099807632950,-0.00028742405141174000,0.0001130828135034140,1.46667716913644E-09,1.34780670456073E-17,1.44564100311984E-21,2.49718442682357E-29,0.006075421558874200,8.01155640563137E-05,5.66509100339138E-15,5.78537178919628E-17,0.0339423964792504,0.0440299780765379,1.61127611596875E-05
11,20081120090526,-0.4278940918328510,-0.4038274923905580,0.0,0.0,0.4190087530796330,0.3602109080614860,0.3987734352029400,0.4268756383036640,-0.4112310375124120,-0.34117635817305900,0.1531695243841360,0.0,0.344191835961789,0.3966423535171770,0.25627802950029700,0.08555189683632610,0.17246289588578100,0.12471276565831700,0.161619152966195,0.0523076930906745,0.08489813818815580,0.0,0.0,0.0,0.0,-0.13500317904961100,-0.017067171501954900,-0.03157061534604580,-0.00015523809672344400,-2.37956056002916E-05,-1.59423784588597E-06,-6.21839754538207E-05,4.17312541717339E-05,0.00015439044811112400,0.0002956643239135920,0.0,-0.11679447812305400,0.0,5.66444755669264E-05,3.85437078079369E-10,2.6961705697401E-18,1.89556862567727E-22,2.51207166346624E-30,0.0037015152488995100,-0.00016662826287748900,-1.27704095007936E-14,-2.05368150040728E-16,-0.04290615666492650,0.025947774875182400,-3.81328059185147E-05
115,20080425184427,-0.15949735789034100,-0.27040466760771600,-0.1511555264097570,-0.0852912417960077,-0.0014530457196646200,0.05138245383112750,0.14096188311317000,0.2506084985148170,0.2580128274588600,0.13422863526743000,-0.07622126054017980,-0.12766125646614000,0.02188817747290570,0.14392670941839900,0.1798367527273490,0.05435583743840860,0.3639256453789050,0.16812516577396000,0.0545881771685014,0.0077072196290912000,0.003221622232643920,-0.02091167441305420,-0.012696065277984700,-0.073672269945765,-0.0061409231647904000,-0.32191243599223600,0.27955738970876500,0.42795894088173,0.030918042343710100,0.018888516142263000,0.003191897749687310,0.016223081426481600,0.0005468510061794720,0.0004770990182731660,4.51375896782498E-05,-0.008114164659854180,-0.1683060390919800,-2.34658893454766E-05,7.24794739886642E-06,9.3766714902046E-12,5.81230626283315E-20,1.22427466154641E-24,1.14928368247244E-32,-1.44303829736646E-05,-0.0021824635449307800,2.50533967944962E-10,6.58259655836424E-11,0.25000447362794100,0.0020453260039214500,0.025934924007264200
62,20080921090321,0.057393971878718000,-0.3924790187153490,0.41255848865023600,0.4258558393882210,0.4287597774453180,0.42083493473611300,0.424572016293024,-0.20228651900418400,-0.07975006839472030,0.2020028565664800,0.024380650612737400,-0.1616995498004520,0.17308346252045200,0.320664206322018,-0.12988703202931500,0.11495029495408100,-0.05847271220887190,-0.12126089125518700,-0.19227149830185300,0.09162185965096190,0.1541993337443720,0.20857338262546800,0.10628836121287900,-0.19878744282166400,0.04220003629314920,-0.026777646223344400,0.0012406338681421300,0.006025367392517220,8.30484856035864E-06,1.98360791993522E-06,-6.48737512057838E-08,-6.16654715416595E-06,-1.53763368905722E-05,-0.00017259145714031900,0.0005936645268591970,0.22321347211698400,-0.049700593994637700,0.0004865476120475730,0.00012821882512782000,2.38138840712012E-09,2.07525153120387E-17,3.04534807699187E-21,5.38732679720704E-29,0.010232404497964300,-2.83797655630822E-05,-1.07960996762511E-15,-6.65845028466789E-18,-0.010636925157596600,0.05454450162328220,4.45259980484625E-06
128,20080423123910,0.42798815240538300,-0.296813990394578,-0.29818076272645400,-0.4135161952132750,-0.29849982217582600,-0.1827008811090840,0.02359042656822920,0.21366385797212100,0.4162511182937040,0.3148162749902320,0.09525359665850250,-0.11895243923853100,-0.16638533686649000,-0.037623007415144600,0.22081718172009600,0.07368817965772730,0.17072886628276200,0.0630228757659518,0.0523193850173225,-0.020788364734740700,-0.06157104617716850,-0.2764021218615080,-0.19659028953527200,-0.09431439218984270,-0.1165008406488350,-0.18785890229582600,0.021944781032535500,0.03783266285698300,0.00022661068976968500,3.45079404215525E-05,2.07722395631642E-06,7.17433768216746E-05,2.03909277243396E-05,8.18946761930829E-05,3.34075463554977E-05,-0.21701544729227100,-0.25459429955087400,-0.0021830738646568400,2.73550655381943E-06,-4.05808434435011E-10,-1.31097464440292E-18,-3.48832536207565E-22,-4.66358398926182E-30,-0.007214317562135160,-0.0005561915673445550,1.42962612362136E-14,2.79473855894512E-16,0.043813507495007500,-0.01795339932959200,4.95153097732001E-05
73,20080621044612,0.20281402773775400,0.017372517347924400,-0.15198739801620600,-0.1653736417501570,-0.4226414658417320,-0.40203863753999600,-0.4179233421263160,-0.20954070029001000,0.005963373065411550,0.12857378346399300,0.17427061943954900,-0.06098216872435280,-0.25624345580356200,-0.3516953608143380,-0.12059686158845600,-0.0072180565649198400,-0.056316394563577800,-0.12445383042199400,-0.1817497396806840,-0.07421200964180700,-0.12116997363906900,-0.06690981294035590,-0.03186244085582780,-0.04941594428572770,-0.011578432646351000,0.07809464054200770,0.00466645712345555,0.00638238124905134,3.12845752683806E-05,3.70900102506426E-06,6.21745463114882E-08,-3.01968152395358E-06,-1.74672460916149E-05,-0.00016866314587128900,-0.0004571343845009440,-0.18334067553209900,-0.0015627098288863900,-0.00011679121839844500,-9.41147096878358E-05,-1.15786493239772E-09,-9.34802800655371E-18,-1.0068976639528E-21,-1.60357921795885E-29,-0.006655831187636970,6.9840600876109E-05,-1.44872310538302E-15,-4.10557126106211E-18,-0.009275846332128490,-0.04071960829393710,2.86769766203257E-06
0,20090619004036,0.40563298521149800,0.3950214495806270,0.3917088433136390,0.42406601599069400,0.42702010549365000,0.39944705838281800,0.40281296209810400,0.41429579069521300,0.3064735997999290,0.0,-0.02770424641201200,-0.04249754437954690,0.24921955214604000,-0.3776176424851280,0.35183492799308200,0.15083324487533900,0.12383466531778700,0.09980075060671470,0.1530681365916650,0.06622526575484650,0.12855561104478800,0.21746326667631400,0.12138169844790300,0.24790164304689100,0.05450280246736560,0.11964373245908900,0.009398252517394220,0.0,6.22987475878584E-05,0.0,0.0,2.0305453531773E-05,2.09817962566453E-05,0.00010344330755336200,0.0003139096440821660,0.21243709079764700,0.13394983904019200,0.0006639587634530410,6.30609646314496E-05,9.40913962876718E-10,4.8198709398188E-18,7.38692475080272E-22,9.52269108966216E-30,0.008205275728654,0.00014262469044518600,2.06000777337818E-15,2.38500102862242E-17,0.024737094358024800,0.03988183815419870,0.0
